"","Gene","Scaffold","Gene_Start","Gene_End","Score","Strand","note","Function","Additional_info","Gene_size","A_thaliana_orthologue","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"2182","g24270","scaffold_137",423397,430320,0.13,"-",".","ABC transporter G family member 31","ahrd-qc=***",6923,"AT2G29940",71.5045413914025,2.27551564161085,0.673389120252109,3.37919870276331,0.00072697444086808,0.00661633756629012
"2183","g24272","scaffold_138",9644,11841,0.25,"-",".","Indole-3-acetic acid-amido synthetase GH3.17","ahrd-qc=***",2197,"AT1G48690",456.344086701542,1.21791580907923,0.386797615771419,3.14871591607473,0.00163989528111944,0.0131728271479298
"2184","g24279","scaffold_138",103656,104141,0.28,"+",".","Non-specific lipid-transfer protein 2","ahrd-qc=***",485,"AT1G48750",1543.36037059015,1.16828549317828,0.376130263853304,3.10606618358668,0.0018959427571411,0.0148360900658659
"2185","g24285","scaffold_138",125886,131980,0.15,"+",".","Terpenoid synthase 28","ahrd-qc=***",6094,"AT1G48800",176.90868248885,-2.35982889944141,0.313839551399457,-7.51922085319895,5.51036348347438e-14,3.0589831975075e-12
"2186","g24321","scaffold_138",358258,362290,0.12,"-",".","Receptor protein kinase%2C putative","ahrd-qc=***",4032,"AT1G49100",271.146301951752,-1.32182719070898,0.246615786893998,-5.35986445700307,8.32844147127863e-08,1.85099427278409e-06
"2187","g24326","scaffold_138",393544,395126,0.17,"-",".","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-A","ahrd-qc=***",1582,"AT1G49140",696.779746170738,-0.689058786829959,0.2000722788818,-3.44404927399786,0.000573071252294737,0.00539366236405834
"2188","g24330","scaffold_138",401312,403886,0.42,"-",".","UPF0235 protein","ahrd-qc=***",2574,"AT1G49170",98.6763231641621,-1.10223845811389,0.300143536482783,-3.6723711295949,0.000240310343750382,0.00252084746880626
"2189","g24341","scaffold_139",36411,38671,0.63,"-",".","NADP-dependent alkenal double bond reductase P2-like protein","ahrd-qc=***",2260,"AT1G65560",25.6525541138222,2.43353121026472,0.490820396169447,4.95808900619645,7.11899495247544e-07,1.33107169409474e-05
"2190","g24346","scaffold_139",86576,91390,0.02,"+",".","Phosphatase 2C family protein","ahrd-qc=*-*",4814,NA,6.64538462552683,-6.30050162219273,1.43202155678666,-4.39972540380645,1.08387943091684e-05,0.000160642071355967
"2191","g24349","scaffold_139",131006,136382,0.61,"+",".","Beta-hexosaminidase 3","ahrd-qc=***",5376,"AT1G65590",142.944523798911,-0.771881532072973,0.289082820200379,-2.6701051675708,0.00758274927780209,0.0460916533136168
"2192","g24369","scaffold_139",307038,309012,0.18,"-",".","U6 snRNA-associated Sm-like protein LSm8","ahrd-qc=***",1974,NA,108.960791239068,0.731950977806518,0.255631712650821,2.86330271865105,0.00419249802485272,0.0286331411103986
"2193","g24385","scaffold_140",422,2421,0.8,"-",".","14-3-3 protein epsilon","ahrd-qc=***",1999,"AT1G34760",279.350131866026,0.836516390362062,0.256852104182504,3.25680178102681,0.00112675086237085,0.00960667096113128
"2194","g24386","scaffold_140",3356,5110,0.07,"+",".","Melanoma-associated antigen G1","ahrd-qc=***",1754,"AT1G34770",118.159912286214,1.67547886239682,0.244044715261207,6.86545849027507,6.62780356366753e-12,2.81872622067026e-10
"2195","g24421","scaffold_140",317960,320214,0.43,"+",".","ATP-dependent protease La (LON) domain-containing protein","ahrd-qc=***",2254,"AT1G35340",91.4966077062214,1.30198956210312,0.300835127400614,4.32791733250384,1.50525942600856e-05,0.000216075340488597
"2196","g24424","scaffold_140",329860,333335,0.18,"-",".","Phosphate transporter PHO1 homolog 8","ahrd-qc=***",3475,"AT1G35350",6.51933778269005,4.01831873877589,1.35458790768112,2.96645106307995,0.0030125829974786,0.0217342531836495
"2197","g24435","scaffold_140",397092,400056,0.11,"+",".","F5M15.25","ahrd-qc=***",2964,NA,5.55662867569281,-4.12035375181036,1.32871970505452,-3.10099544406267,0.00192871258099943,0.015034251656551
"2198","g24436","scaffold_140",404253,406087,0.18,"-",".","F5M15.26","ahrd-qc=*-*",1834,NA,17.2917704299568,-5.79306992684331,1.14867999887832,-5.04324087866093,4.57712459986275e-07,8.97966980336887e-06
"2199","g24463","scaffold_141",108396,110445,0.59,"+",".","S-formylglutathione hydrolase","ahrd-qc=***",2049,"AT2G41530",1160.29709692165,-0.654501777895289,0.203564726041397,-3.21520231241923,0.00130352617340065,0.010837666912846
"2200","g24478","scaffold_141",203720,206136,0.1,"+",".","BTB/POZ ankyrin repeat protein","ahrd-qc=***",2416,"AT2G41370",54.4298136505939,-1.32266940633706,0.319870994787269,-4.13500888761955,3.5494089864012e-05,0.000468746159404099
"2201","g24500","scaffold_141",288983,300135,0.87,"-",".","Glutamate synthase%2C putative","ahrd-qc=***",11152,"AT2G41220",4556.22304330783,-0.509657296791867,0.17539734965336,-2.90572974904758,0.00366397753268405,0.0256090596796959
"2202","g24503","scaffold_141",307740,310563,0.11,"+",".","Amino acid transporter family protein","ahrd-qc=***",2823,"AT2G41190",113.687417877218,0.961096440654716,0.242894719164078,3.95684370562822,7.59465853480782e-05,0.000920604695436705
"2203","g24507","scaffold_141",329505,331572,0.19,"-",".","AT3g56750/T8M16_80","ahrd-qc=***",2067,"AT2G41150",105.69724437483,1.06451012286059,0.302666047087418,3.5171111299218,0.000436271085830048,0.0042479294084779
"2204","g24519","scaffold_141",372187,373036,0.57,"+",".","Atcambp25-binding protein OF 25 kDa","ahrd-qc=***",849,"AT2G41010",137.349566850952,1.3408952196923,0.388144764048648,3.45462658237543,0.000551055468445791,0.00522960809918373
"2205","g24541","scaffold_142",49597,50291,0.12,"-",".","Photosystem I reaction center subunit V%2C chloroplastic","ahrd-qc=***",694,"AT1G55670",61.9496875626565,-1.42389219299694,0.4699622409204,-3.02980126703012,0.00244714704529076,0.0183678772540939
"2206","g24546","scaffold_142",78606,82141,0.39,"-",".","Alkaline alpha galactosidase I family protein","ahrd-qc=***",3535,"AT1G55740",71.5803274862631,-2.34687989862064,0.383022166839375,-6.12726912906019,8.94001832341282e-10,2.70921424844293e-08
"2207","g24580","scaffold_142",209798,211550,0.16,"-",".","Cytochrome P450%2C family 708%2C subfamily A%2C polypeptide 1","ahrd-qc=*-*",1752,NA,34.0798423108445,-1.94572600944476,0.651673582863789,-2.98573712454975,0.00282895714175522,0.0206709937684688
"2208","g24590","scaffold_142",258395,261009,0.36,"+",".","FAD/NAD(P)-binding oxidoreductase family protein","ahrd-qc=***",2614,"AT1G56000",178.819536486555,-0.78664147059714,0.269595146340661,-2.91786213985892,0.00352440131938774,0.0248201734229798
"2209","g24609","scaffold_142",341401,348447,0.24,"-",".","LRR receptor-like kinase%2C putative","ahrd-qc=***",7046,"AT1G56140",2348.36894468547,0.578387895318765,0.156688256082285,3.69132894691882,0.000223085401579969,0.00236687479765099
"2210","g24630","scaffold_143",66,951,0.59,"+",".","Germin-like protein subfamily 1 member 11","ahrd-qc=***",885,"AT5G38940",2899.27948323146,-1.00619656002017,0.375191671031558,-2.68182008746015,0.0073222827406425,0.044921936070465
"2211","g24631","scaffold_143",7036,7980,0.61,"+",".","Germin-like protein subfamily 1 member 11","ahrd-qc=***",944,NA,3905.99152785675,-1.15839703595018,0.351280423400462,-3.29764188034354,0.000975004016532283,0.00850949592446193
"2212","g24636","scaffold_143",72336,76898,0.42,"+",".","ATP-binding cassette transporter","ahrd-qc=***",4562,"AT5G39040",1005.19845351333,0.815263771929875,0.139126635151002,5.85986839288554,4.63234146387244e-09,1.25659148120527e-07
"2213","g24658","scaffold_143",210963,214886,0.02,"+",".","Leucine-rich repeat family protein","ahrd-qc=***",3923,"AT1G71390",21.2432428846208,3.5978613401237,0.652313415942172,5.5155409228049,3.47708820581813e-08,8.22159379440557e-07
"2214","g24666","scaffold_143",252173,253927,0.16,"+",".","Histidine-containing phosphotransfer protein 3","ahrd-qc=***",1754,"AT5G39340",233.819656725918,0.631422434849012,0.206116511806151,3.06342480433035,0.00218819190613099,0.016749881424234
"2215","g24676","scaffold_143",310432,313558,0.22,"-",".","Gb|AAD00543.1","ahrd-qc=***",3126,"AT5G39430",198.069373229016,-1.02062119373326,0.385510174236444,-2.64745592189555,0.00810999315103441,0.0485436669176202
"2216","g24681","scaffold_143",336322,341048,0.33,"-",".","F-box family protein","ahrd-qc=***",4726,"AT5G39480",108.5319611748,-2.05211588415036,0.451509220324128,-4.54501434694333,5.49315124030955e-06,8.72368043809159e-05
"2217","g24696","scaffold_144",5236,6579,0.13,"+",".","Protein PLANT CADMIUM RESISTANCE 9","ahrd-qc=***",1343,"AT1G58320",819.739850370905,-1.99292226649507,0.484769850296755,-4.11106892327378,3.9383160651096e-05,0.00051235365988768
"2218","g24700","scaffold_144",25166,28301,0.17,"-",".","Leucine-rich-repeat receptor-like protein","ahrd-qc=***",3135,"AT1G47890",7.36660665238844,4.17861095771568,1.48452996049811,2.81477037776563,0.00488120973753699,0.03241908807154
"2219","g24701","scaffold_144",29330,34311,0.22,"-",".","F-box/LRR-repeat protein","ahrd-qc=***",4981,"AT1G58310",2.56335028814028,4.6976222726065,1.73570779601124,2.70645916519008,0.00680049453550867,0.0424367094963899
"2220","g24709","scaffold_144",118206,120009,0.59,"+",".","MATH domain and coiled-coil domain-containing protein At3g58370","ahrd-qc=*-*",1803,"AT1G58270",100.961931342808,-2.8377290948803,0.578981407166524,-4.90124390827653,9.52317322042236e-07,1.73156132207853e-05
"2221","g24710","scaffold_144",120189,125621,0.24,"-",".","Cytochrome P450%2C putative","ahrd-qc=***",5432,"AT1G58260",192.067319850364,5.85724068857489,0.432225685547257,13.5513480212515,7.77883573829211e-42,3.61456567305974e-39
"2222","g24734","scaffold_144",317950,322564,0.33,"+",".","Mechanosensitive ion channel protein 3%2C chloroplastic","ahrd-qc=***",4614,"AT1G58200",306.387428325499,-1.03188022655232,0.236484868410221,-4.36340909881115,1.28051161802872e-05,0.000186697254616947
"2223","g24743","scaffold_144",353618,354385,0.77,"-",".","Dirigent protein 19","ahrd-qc=***",767,"AT1G58170",15.2598562893082,-2.16939672311946,0.709980911272415,-3.05557049305947,0.0022463279049276,0.0170750862739907
"2224","g24746","scaffold_144",367233,368752,0.09,"-",".","BnaC01g27710D protein","ahrd-qc=***",1519,"AT1G58120",15.667556179698,2.40666385345611,0.633889935762362,3.79665887984431,0.000146659380586934,0.00164652222715317
"2225","g24765","scaffold_145",82324,83621,0.3,"-",".","Nicotianamine synthase","ahrd-qc=***",1297,"AT1G56430",69.2815151900109,-2.39205919357361,0.725085378520624,-3.29900348901542,0.000970287053009906,0.00847422301918711
"2226","g24788","scaffold_145",289691,291675,0.18,"+",".","Small GTP-binding protein Sar1","ahrd-qc=***",1984,"AT1G56330",1830.3415060983,-0.394206585992467,0.142103261221638,-2.77408542635502,0.005535713982496,0.0359291606954965
"2227","g24802","scaffold_146",9436,13130,0.01,"+",".","Unknown protein","",3694,NA,75.1554994076795,9.56919661307858,1.21093630222114,7.90231211627438,2.73776825874652e-15,1.81735664413936e-13
"2228","g24810","scaffold_146",100676,103990,0.08,"+",".","Unknown protein","",3314,NA,13.8715601928223,7.13331019701046,1.32252427239154,5.3937083393647,6.9018215486945e-08,1.55458264182982e-06
"2229","g24854","scaffold_147",55244,58021,0.24,"-",".","Transmembrane 9 superfamily member 6","ahrd-qc=***",2777,"AT1G55130",287.113242947271,0.493155313395719,0.167449576018431,2.94509741452818,0.00322852996329772,0.0230601405747413
"2230","g24855","scaffold_147",58573,61281,0.43,"-",".","Cell wall invertase 3-1","ahrd-qc=***",2708,"AT1G55120",241.167341072373,-1.11272995933741,0.226002991994935,-4.92351870882467,8.50017460661879e-07,1.56712991351417e-05
"2231","g24868","scaffold_147",129833,130921,0.4,"-",".","OTU domain-containing protein 5-A","ahrd-qc=*-*",1088,NA,53.2622225442176,1.17770171027285,0.348821069656632,3.37623444430161,0.000734852724095715,0.00667835007352759
"2232","g24869","scaffold_147",132642,134331,0.2,"-",".","Telomere repeat-binding factor 4","ahrd-qc=*-*",1689,NA,41.2328276653979,-1.74402464574451,0.418022021485736,-4.17208796691114,3.01821062130198e-05,0.000405205676349435
"2233","g24872","scaffold_147",151986,156307,0.51,"+",".","Acetyltransferase component of pyruvate dehydrogenase complex","ahrd-qc=***",4321,"AT1G54220",408.569619156643,0.843789910328895,0.186634891799036,4.52107267936516,6.1527057632981e-06,9.69746815406255e-05
"2234","g24882","scaffold_147",210423,212439,0.67,"+",".","Nuclear transcription factor Y subunit A-5","ahrd-qc=***",2016,"AT1G54160",68.2955138957272,-0.758580769234192,0.286348660620284,-2.64915075066518,0.00806943279730237,0.0483356905585847
"2235","g24889","scaffold_147",235808,236878,0.28,"-",".","At1g54095","ahrd-qc=***",1070,"AT1G54095",72.1332771046845,-2.01667213222208,0.454322452891944,-4.43885640999065,9.04381248898656e-06,0.000136868120008233
"2236","g24890","scaffold_147",237934,240148,0.27,"-",".","Exocyst 70","ahrd-qc=***",2214,"AT1G54090",546.44070439486,0.638846755744678,0.153540597127342,4.160767690742,3.17179598117242e-05,0.000423784370391791
"2237","g24894","scaffold_147",248453,249311,0.47,"+",".","17.4 kDa class III heat shock protein","ahrd-qc=***",858,"AT1G54050",19.030539794597,1.97546480281341,0.733785249596735,2.69215660017568,0.0070991602320246,0.0438857177979702
"2238","g24924","scaffold_147",371453,373923,0.26,"+",".","O-fucosyltransferase family protein","ahrd-qc=***",2470,"AT1G53770",166.011296148233,-0.556472373833432,0.206830685406079,-2.69047299602033,0.00713508093516791,0.0440318373893835
"2239","g24928","scaffold_147",388398,391511,0.35,"-",".","Peptidyl-prolyl cis-trans isomerase-like protein","ahrd-qc=***",3113,"AT1G53720",277.49851747346,0.806485890226352,0.173096991632231,4.65915601779982,3.17508490971735e-06,5.27261618495221e-05
"2240","g24931","scaffold_147",396781,398441,0.28,"-",".","Serine/threonine-protein kinase WAG1","ahrd-qc=***",1660,"AT1G53700",51.3032999992195,-1.339639092494,0.492248588219323,-2.72146863303368,0.00649925527136415,0.0409644092612583
"2241","g24947","scaffold_148",42896,44687,0.54,"+",".","ATP-dependent zinc metalloprotease FtsH 2","ahrd-qc=***",1791,"AT2G18193",382.621315765704,0.674328327815411,0.199486627359107,3.38031845413635,0.000724018883892639,0.00659901265333603
"2242","g24958","scaffold_148",107967,109721,0.24,"-",".","Elongation factor 1-delta 2","ahrd-qc=***",1754,"AT2G18110",579.964792192193,1.39154861995736,0.162762796257412,8.54954972484381,1.23569625937831e-17,1.06550139313816e-15
"2243","g24969","scaffold_148",171217,172791,0.35,"-",".","Peptidyl-prolyl cis-trans isomerase Pin1","ahrd-qc=***",1574,"AT2G18040",1037.75388612948,0.473093657859374,0.157781908321563,2.99840243340952,0.00271399039054785,0.0199839412724362
"2244","g24980","scaffold_148",229137,231021,0.08,"-",".","DNA-directed RNA polymerase III subunit rpc9","ahrd-qc=***",1884,"AT3G28956",84.233724110571,0.942230549338032,0.309921617226366,3.04022209799528,0.00236403747147482,0.0178240469453865
"2245","g24984","scaffold_148",260270,262801,0.06,"-",".","Transcription initiation factor TFIID subunit 14","ahrd-qc=***",2531,"AT2G18000",36.3865074624633,-1.38872615724924,0.493129864566728,-2.81614693620189,0.00486034319071368,0.0323232789136993
"2246","g25008","scaffold_149",21528,22401,0.66,"-",".","Germin-like protein subfamily 1 member 11","ahrd-qc=***",873,NA,130.43972128776,-1.42040622540219,0.50481556760001,-2.81371319857482,0.0048972899591844,0.0325086771576336
"2247","g25011","scaffold_149",35796,37141,0.62,"-",".","Germin-like protein subfamily 1 member 11","ahrd-qc=***",1345,"AT5G38910",1290.06675463996,-2.54119952706832,0.427180033311714,-5.94877880262256,2.7015042262951e-09,7.65080632575583e-08
"2248","g25041","scaffold_149",195315,196963,0.36,"-",".","Cytochrome B561%2C putative","ahrd-qc=***",1648,"AT5G38630",558.550365366056,0.82103750235971,0.158313162404634,5.1861607076057,2.14673579548172e-07,4.46901002221497e-06
"2249","g25050","scaffold_149",254252,256843,0.25,"-",".","Tryptophan synthase beta chain","ahrd-qc=***",2591,"AT5G38530",651.536115582817,-0.736908049316152,0.252382121470288,-2.91981082108031,0.00350243929575358,0.0246862940474857
"2250","g25066","scaffold_149",352132,355893,0.06,"-",".","Retrotransposon protein%2C putative%2C Ty3-gypsy subclass","ahrd-qc=***",3761,NA,107.533864465295,-10.3182307890171,1.22828446318629,-8.40052210890183,4.44497843138424e-17,3.60949510680561e-15
"2251","g25070","scaffold_149",374541,378273,0.17,"-",".","F-box/LRR-repeat protein At1g52650","ahrd-qc=***",3732,NA,25.2236708140584,-5.00862632797434,0.766089431271811,-6.53791336040147,6.23830426926878e-11,2.26528988023867e-09
"2252","g25079","scaffold_150",18534,20751,0.56,"-",".","Foot protein 1 variant 1","ahrd-qc=***",2217,"AT4G08410",233.795220503582,-5.16161442089316,0.549216999425536,-9.39813302627569,5.55397782318669e-21,6.93335380793037e-19
"2253","g25096","scaffold_150",191703,195919,0.16,"-",".","Sucrose synthase 2","ahrd-qc=***",4216,"AT5G49190",87.2495002299699,-0.782526371693135,0.258916148012268,-3.02231582580186,0.00250848677617483,0.0187497617479234
"2254","g25105","scaffold_150",248104,249547,0.26,"+",".","Two-component response regulator ORR24","ahrd-qc=*-*",1443,"AT5G49240",5.64439967444405,-6.06921520393273,1.4696398182823,-4.12972969868655,3.63189982733345e-05,0.000477629090500267
"2255","g25125","scaffold_150",354751,356679,0.17,"-",".","Protein trichome birefringence-like 4","ahrd-qc=***",1928,"AT5G49340",18.2631759760917,-2.80752268032397,0.670766378851687,-4.18554472740611,2.84483041490547e-05,0.000383158801775674
"2256","g25131","scaffold_151",7046,12963,0.08,"+",".","Hyperosmolality-gated Ca2+ permeable channel 2.1","ahrd-qc=***",5917,"AT1G58520",78.1707910904549,-1.37302842850414,0.348307214996947,-3.94200398207708,8.080363471663e-05,0.000970571949406261
"2257","g25134","scaffold_151",44516,46847,0.14,"+",".","Inositol-pentakisphosphate 2-kinase family protein","ahrd-qc=***",2331,"AT1G59312",1228.5824255163,2.39321707525399,0.19362185890004,12.3602628796655,4.28752323613587e-35,1.31198211025758e-32
"2258","g25159","scaffold_151",244430,250134,0.1,"+",".","Nuclear pore complex Nup98-Nup96","ahrd-qc=***",5704,"AT1G59660",948.282776121554,1.08801588271461,0.340208596265226,3.19808463001446,0.00138343673783236,0.0113851081094423
"2259","g25177","scaffold_151",385469,391812,0.02,"+",".","Unknown protein","",6343,NA,60.7217997847089,-1.72091689490783,0.364156065697555,-4.72576748546355,2.29247845113366e-06,3.88668035782741e-05
"2260","g25184","scaffold_152",27676,28976,0.19,"+",".","Kelch repeat-containing F-box family protein","ahrd-qc=***",1300,NA,6.81582800994238,6.1038975876603,1.49703501466369,4.07732453006889,4.55568862500692e-05,0.000584115171071404
"2261","g25197","scaffold_152",123847,129281,0.36,"-",".","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE","ahrd-qc=*-*",5434,"AT1G69526",245.395606636318,-5.4019175034189,0.339276345994043,-15.9218806946056,4.46744073983225e-57,4.87378361060308e-54
"2262","g25200","scaffold_152",143051,144511,0.17,"-",".","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE","ahrd-qc=*-*",1460,"AT1G69520",202.697147641935,0.959743530722222,0.241900588713036,3.96751217443606,7.26268031814398e-05,0.000884207542663118
"2263","g25212","scaffold_152",205699,206987,0.63,"-",".","Eukaryotic translation initiation factor 5A-3","ahrd-qc=***",1288,"AT1G69410",1299.5466587528,0.553209852181772,0.205754101866706,2.68869416047004,0.00717321064641739,0.0442361474809345
"2264","g25235","scaffold_152",310952,312091,0.48,"+",".","Protein SPIRAL1-like 2","ahrd-qc=***",1139,"AT1G69230",78.5268443448619,-1.63970510864251,0.489724062985366,-3.34822246357845,0.000813316966291619,0.00728587979942496
"2265","g25248","scaffold_152",366330,367614,0.79,"-",".","Protein BIG GRAIN 1-like E","ahrd-qc=***",1284,"AT1G69160",289.359173644647,-1.01111597833225,0.180125272973699,-5.61340428047478,1.98384362969606e-08,4.89946893270998e-07
"2266","g25254","scaffold_153",12992,16231,0.15,"-",".","Ferric reductase oxidase","ahrd-qc=***",3239,"AT5G23980",17.9562108765306,2.53232672305757,0.935559411886707,2.70675137343841,0.0067945121502855,0.0424099250932746
"2267","g25274","scaffold_153",156658,159361,0.19,"-",".","RNA polymerase sigma factor","ahrd-qc=***",2703,"AT5G24120",62.9857349828877,-0.8703478727508,0.311457284296591,-2.79443736471418,0.00519901111227409,0.0341769941915592
"2268","g25283","scaffold_153",211293,214616,0.24,"-",".","Squalene monooxygenase 1%2C1","ahrd-qc=***",3323,"AT5G24160",7.48920357356648,4.28573646355999,1.28638122477486,3.33162236902987,0.000863413310628605,0.00769072303524776
"2269","g25284","scaffold_153",219441,220133,0.24,"+",".","Unknown protein","",692,"AT5G24165",128.509545561618,1.33071713692194,0.399899065884089,3.32763252142142,0.000875873194476462,0.00777136145537602
"2270","g25290","scaffold_153",259451,261950,0.49,"+",".","Gb|AAD29063.1","ahrd-qc=***",2499,"AT5G24220",271.170317175879,10.4576100293675,1.20073986923825,8.70930523528116,3.05742949513688e-18,2.86257540641696e-16
"2271","g25293","scaffold_153",269582,273146,0.54,"-",".","Dipeptidyl peptidase IV-like protein","ahrd-qc=***",3564,"AT5G24260",430.074335973417,-0.729026756582139,0.16838089106795,-4.32962880739206,1.49360887310767e-05,0.000214771540653396
"2272","g25296","scaffold_153",283352,301366,0.07,"-",".","Gamma-irradiation and mitomycin c induced 1","ahrd-qc=***",18014,"AT5G24280",1952.66332214476,0.822883372449213,0.267474105976579,3.07649732838538,0.00209448179760799,0.0161309813583731
"2273","g25297","scaffold_153",304408,307046,0.7,"-",".","Membrane protein of ER body 2","ahrd-qc=***",2638,"AT5G24290",97.0325056105625,-1.55708646653378,0.380254324113779,-4.09485538438709,4.22431982311571e-05,0.000545530792597114
"2274","g25310","scaffold_153",395449,398478,0.28,"+",".","Transporter family protein","ahrd-qc=***",3029,"AT5G24380",57.2533355708737,1.23099661222552,0.46451605362532,2.6500625815151,0.0080476862366366,0.0482284554692347
"2275","g25313","scaffold_153",404902,406004,0.71,"-",".","BnaC07g49670D protein","ahrd-qc=***",1102,"AT5G24410",37.5360251819176,-2.33596601408306,0.565562431252402,-4.13034155912762,3.62224665930244e-05,0.000476767976664864
"2276","g25325","scaffold_154",89426,93502,0.96,"+",".","Subtilisin-like protease SBT3.8","ahrd-qc=***",4076,"AT4G10540",847.940645924625,1.43347826597678,0.383658020165018,3.73634380264021,0.000186715341192241,0.00203168314882728
"2277","g25328","scaffold_154",114673,117991,0.2,"-",".","Subtilisin-like protease SBT3.7","ahrd-qc=***",3318,"AT4G10510",800.482973008933,-1.19591898222834,0.437778792553131,-2.73178829712999,0.00629916026305036,0.0399642299166775
"2278","g25329","scaffold_154",122271,123601,0.46,"-",".","1-aminocyclopropane-1-carboxylate oxidase%2C putative","ahrd-qc=***",1330,"AT4G10500",2994.88189763578,0.516388221256731,0.191704594687121,2.69366637820821,0.00706708638327209,0.0437305379849724
"2279","g25336","scaffold_154",186122,188909,0.15,"-",".","AT4g10470/F7L13_50","ahrd-qc=***",2787,"AT4G10470",104.547055702231,-2.18437654607758,0.275970814666094,-7.91524476499636,2.46767137055379e-15,1.6424087541097e-13
"2280","g25344","scaffold_154",228004,229618,0.08,"+",".","FBD-associated F-box protein At4g10400","ahrd-qc=***",1614,"AT4G10400",59.6038704971164,2.58726460231385,0.354271457174963,7.30305687888394,2.81302192527927e-13,1.42883291799813e-11
"2281","g25399","scaffold_156",4492,5061,0.73,"-",".","Defensin-like protein 1","ahrd-qc=***",569,NA,17.69768238699,-3.01783286807919,0.84902000102759,-3.55448972277052,0.000378713312376649,0.0037441585634968
"2282","g25408","scaffold_156",60866,63829,0.05,"+",".","Ulp1 protease family protein","ahrd-qc=*-*",2963,"AT2G10260",24.9329841146189,1.42477106853524,0.487127040364259,2.92484495927354,0.00344627877189985,0.0243383132407855
"2283","g25418","scaffold_156",149166,151692,0.07,"+",".","Interferon-induced GTP-binding protein mx%2C putative","ahrd-qc=***",2526,"AT1G60500",31.8681602183455,5.45083393843749,0.817702405986427,6.66603632144378,2.6280424603818e-11,1.02236963435504e-09
"2284","g25423","scaffold_156",166107,168911,0.08,"-",".","Interferon-induced GTP-binding protein mx%2C putative","ahrd-qc=***",2804,NA,32.3352303876686,-1.19120960012613,0.449185618829579,-2.65193174089144,0.00800327197491094,0.0480081521382896
"2285","g25426","scaffold_156",181957,186918,0.05,"+",".","Protein MOR1","ahrd-qc=*-*",4961,NA,9.45574184163229,-2.98667422730052,0.864898573876272,-3.45320748294791,0.000553962742449417,0.0052512403224559
"2286","g25480","scaffold_157",152706,156040,0.13,"+",".","BnaC03g54940D protein","ahrd-qc=***",3334,"AT3G44260",213.355463284262,0.911341540203423,0.241830282225588,3.76851704350777,0.000164220274183002,0.00181285311033871
"2287","g25482","scaffold_157",163610,165071,0.3,"-",".","CCR4-NOT transcription complex subunit 7","ahrd-qc=***",1461,"AT3G44240",21.9438230685361,3.64214140683862,0.898676986152364,4.05278143644498,5.06122820424711e-05,0.000641719747857344
"2288","g25484","scaffold_157",195645,197636,0.06,"+",".","Unknown protein","",1991,NA,3.9593153541813,5.32683626950691,1.85334611535649,2.87417240922767,0.00405087763791577,0.0278554731955557
"2289","g25488","scaffold_157",227600,232800,0.12,"-",".","Serine/threonine-protein kinase Nek5","ahrd-qc=***",5200,"AT3G44200",398.814356489795,-0.880170171448021,0.217857123884755,-4.04012572897834,5.34225547294331e-05,0.000672593448705939
"2290","g25498","scaffold_157",322106,323520,0.15,"-",".","Expp1 protein","ahrd-qc=***",1414,"AT3G44150",185.707312487679,0.994187731915044,0.254268564956279,3.90999073002198,9.22996631886363e-05,0.00109399298475638
"2291","g25506","scaffold_158",259,1771,0.67,"-",".","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3","ahrd-qc=*-*",1512,"AT5G50120",62.7478335360811,-0.992133409014777,0.333964614858084,-2.97077404274216,0.0029705024883971,0.0214924591807555
"2292","g25524","scaffold_158",144966,148269,0.34,"+",".","Quinolinate synthase","ahrd-qc=***",3303,"AT5G50210",490.842219676456,0.85565634451607,0.165427732002525,5.17238756862731,2.31121569265755e-07,4.78490298351182e-06
"2293","g25572","scaffold_159",48056,50360,0.1,"+",".","BnaC06g04140D protein","ahrd-qc=***",2304,"AT1G50910",57.505483651003,0.86187925441162,0.289685807630244,2.97522084862275,0.00292777683433278,0.0212867441434959
"2294","g25591","scaffold_159",157230,158321,0.32,"-",".","Protein FATTY ACID EXPORT 5","ahrd-qc=***",1091,"AT1G50740",110.275665730407,0.75406817384418,0.265027255746215,2.84524763960979,0.00443769077352854,0.0299893716373224
"2295","g25599","scaffold_159",214950,218844,0.07,"-",".","Calcium-dependent protein kinase 33","ahrd-qc=***",3894,"AT1G50700",870.875964631472,0.630567352460299,0.153588045110152,4.10557574326872,4.03309102162648e-05,0.000522988733409053
"2296","g25639","scaffold_160",81096,84032,0.07,"+",".","Unknown protein","",2936,NA,9.99975835956777,-4.41212663669233,1.131555482398,-3.89916951075358,9.65231853990753e-05,0.0011370703136308
"2297","g25642","scaffold_160",108087,111221,0.12,"-",".","Unknown protein","",3134,NA,4.48143646767427,5.4988478650494,1.55241588820402,3.54212289814361,0.000396920499293817,0.00390722996009433
"2298","g25660","scaffold_160",232700,236003,0.02,"+",".","Pumilio homolog 11","ahrd-qc=***",3303,"AT4G08840",16.6163436776543,-2.51942082318822,0.756275415837266,-3.33135359212886,0.000864247482569784,0.00769542151619625
